Champion,Win rate,Games played,KDA,CS,Gold,league,area
Bard,?49.53%,"18,299",2.76:1,?36.32,"?10,155",Silver,KR
Amumu,?49.49%,"32,446",2.68:1,?122.70,"?10,837",Silver,KR
Cho'Gath,?49.49%,"58,097",2.37:1,?157.60,"?11,357",Silver,KR
Zed,?49.49%,"63,756",2.31:1,?182.54,"?12,560",Silver,KR
Annie,?49.45%,"32,866",2.16:1,?117.66,"?11,253",Silver,KR
Ziggs,?49.42%,"17,446",2.37:1,?185.31,"?12,285",Silver,KR
Kennen,?49.28%,"26,760",2.08:1,?164.62,"?11,436",Silver,KR
Orianna,?49.24%,"70,150",2.67:1,?191.97,"?12,038",Silver,KR
Master Yi,?49.22%,"84,996",1.85:1,?164.51,"?12,460",Silver,KR
Skarner,?49.17%,"3,415",2.54:1,?120.14,"?10,873",Silver,KR
Lulu,?49.14%,"101,351",2.94:1,?32.85,"?9,525",Silver,KR
Camille,?49.11%,"11,439",2.04:1,?157.49,"?11,456",Silver,KR
Varus,?49.01%,"65,274",2.37:1,?205.51,"?12,560",Silver,KR
Dr. Mundo,?48.97%,"25,732",2.29:1,?168.80,"?11,411",Silver,KR
Rengar,?48.93%,"24,104",2.03:1,?152.77,"?12,036",Silver,KR
Braum,?48.91%,"24,253",2.97:1,?43.93,"?9,011",Silver,KR
Morgana,?48.88%,"53,871",2.79:1,?77.95,"?10,595",Silver,KR
Illaoi,?48.88%,"17,880",1.55:1,?198.83,"?11,793",Silver,KR
Hecarim,?48.85%,"18,405",2.57:1,?138.63,"?11,539",Silver,KR
Gangplank,?48.73%,"16,459",2.23:1,?206.17,"?13,372",Silver,KR
Rumble,?48.73%,"23,398",2.21:1,?167.14,"?11,558",Silver,KR
Ashe,?48.68%,"68,347",2.33:1,?190.89,"?12,106",Silver,KR
Ornn,?48.66%,"18,973",2.48:1,?144.47,"?10,918",Silver,KR
Thresh,?48.60%,"109,411",2.83:1,?35.31,"?9,017",Silver,KR
Trundle,?48.51%,"35,944",2.34:1,?144.28,"?10,993",Silver,KR
Riven,?48.50%,"46,068",1.96:1,?183.19,"?11,964",Silver,KR
Xayah,?48.47%,"75,276",2.36:1,?206.90,"?12,415",Silver,KR
Olaf,?48.37%,"13,315",2.09:1,?155.48,"?11,386",Silver,KR
Shen,?48.36%,"53,378",3.07:1,?138.70,"?10,601",Silver,KR
Rakan,?48.30%,"51,142",2.89:1,?16.39,"?9,422",Silver,KR
Aatrox,?48.26%,"7,271",1.86:1,?169.74,"?11,784",Silver,KR
Graves,?48.15%,"31,863",2.15:1,?166.62,"?12,216",Silver,KR
Evelynn,?48.14%,"34,143",2.36:1,?103.03,"?11,243",Silver,KR
Udyr,?48.09%,"9,997",1.94:1,?139.58,"?11,388",Silver,KR
Viktor,?48.00%,"19,431",2.23:1,?196.61,"?12,258",Silver,KR
Gnar,?47.96%,"29,484",2.05:1,?172.35,"?11,301",Silver,KR
Malphite,?47.91%,"76,666",2.54:1,?123.04,"?10,755",Silver,KR
LeBlanc,?47.88%,"35,192",2.5:1,?142.10,"?11,414",Silver,KR
Lissandra,?47.85%,"10,258",2.22:1,?187.24,"?11,811",Silver,KR
Caitlyn,?47.85%,"121,659",2.15:1,?205.14,"?12,250",Silver,KR
Darius,?47.80%,"63,383",1.84:1,?179.93,"?11,641",Silver,KR
Zac,?47.80%,"23,523",3.31:1,?112.61,"?10,445",Silver,KR
Lux,?47.77%,"79,227",2.65:1,?108.98,"?11,128",Silver,KR
Lee Sin,?47.67%,"112,461",2.44:1,?113.71,"?11,097",Silver,KR
Cassiopeia,?47.67%,"15,115",2.03:1,?183.11,"?11,826",Silver,KR
Mordekaiser,?47.63%,"6,265",1.68:1,?178.48,"?11,439",Silver,KR
Nautilus,?47.59%,"21,355",2.61:1,?83.66,"?9,712",Silver,KR
Poppy,?47.53%,"11,866",2.4:1,?131.75,"?10,719",Silver,KR
Renekton,?47.43%,"26,110",2.03:1,?193.59,"?11,660",Silver,KR
Tahm Kench,?47.39%,"18,000",2.54:1,?83.20,"?9,896",Silver,KR
Nidalee,?47.38%,"24,859",2.32:1,?133.80,"?11,530",Silver,KR
Volibear,?47.16%,"11,371",2.43:1,?123.52,"?10,881",Silver,KR
Syndra,?47.16%,"35,602",2.12:1,?193.08,"?12,204",Silver,KR
Karma,?46.96%,"41,321",2.63:1,?65.52,"?9,975",Silver,KR
Lucian,?46.74%,"70,383",2.24:1,?203.58,"?12,480",Silver,KR
Taliyah,?46.40%,"18,800",2.2:1,?178.43,"?11,859",Silver,KR
Gragas,?46.35%,"30,906",2.56:1,?115.40,"?10,451",Silver,KR
Ivern,?46.32%,"2,634",2.77:1,?85.04,"?10,032",Silver,KR
Galio,?44.92%,"61,812",2.24:1,?161.15,"?11,043",Silver,KR
Ryze,?43.84%,"39,258",2.02:1,?192.20,"?11,729",Silver,KR
Nunu,?40.75%,"8,889",1.9:1,?108.84,"?9,860",Silver,KR
Malzahar,?54.92%,"43,732",2.53:1,?197.52,"?12,178",Gold,KR
Soraka,?53.73%,"70,560",3.13:1,?17.32,"?9,282",Gold,KR
Sona,?53.63%,"44,564",2.85:1,?23.12,"?9,656",Gold,KR
Sion,?53.18%,"13,675",2.57:1,?150.70,"?11,086",Gold,KR
Xin Zhao,?53.15%,"22,434",2.15:1,?141.44,"?11,482",Gold,KR
Anivia,?52.97%,"17,268",3.11:1,?195.04,"?12,247",Gold,KR
Leona,?52.92%,"68,145",2.9:1,?46.91,"?9,280",Gold,KR
Jarvan IV,?52.90%,"91,471",3.12:1,?129.40,"?11,242",Gold,KR
Yorick,?52.85%,"6,660",2.01:1,?192.34,"?11,711",Gold,KR
Singed,?52.79%,"24,967",2.16:1,?187.90,"?11,399",Gold,KR
Pantheon,?52.75%,"38,010",2.33:1,?143.59,"?11,495",Gold,KR
Zilean,?52.73%,"15,053",3.26:1,?93.87,"?10,589",Gold,KR
Shyvana,?52.72%,"14,755",2.53:1,?170.78,"?12,113",Gold,KR
Sejuani,?52.71%,"50,218",3.43:1,?117.09,"?10,736",Gold,KR
Kled,?52.50%,"10,823",2.64:1,?170.56,"?11,642",Gold,KR
Wukong,?52.30%,"17,540",2.4:1,?150.51,"?11,805",Gold,KR
Rammus,?52.16%,"17,945",2.74:1,?117.05,"?10,566",Gold,KR
Azir,?52.03%,"29,587",2.28:1,?200.30,"?12,386",Gold,KR
Twitch,?52.03%,"68,329",2.61:1,?187.99,"?12,576",Gold,KR
Janna,?52.01%,"43,713",3.54:1,?16.37,"?9,440",Gold,KR
Xerath,?51.97%,"21,855",2.91:1,?172.94,"?12,139",Gold,KR
Alistar,?51.96%,"50,783",3.03:1,?42.53,"?8,944",Gold,KR
Jax,?51.89%,"47,605",2.02:1,?164.28,"?11,725",Gold,KR
Twisted Fate,?51.81%,"52,730",2.51:1,?179.28,"?12,397",Gold,KR
Veigar,?51.74%,"29,227",2.48:1,?155.15,"?12,011",Gold,KR
Taric,?51.57%,"14,318",3.23:1,?41.52,"?8,918",Gold,KR
Warwick,?51.56%,"14,657",2.33:1,?128.35,"?11,310",Gold,KR
Urgot,?51.53%,"9,752",2.25:1,?176.78,"?11,829",Gold,KR
Elise,?51.44%,"32,373",2.53:1,?105.66,"?11,003",Gold,KR
Vladimir,?51.42%,"41,482",2.22:1,?195.24,"?11,768",Gold,KR
Rek'Sai,?51.41%,"12,176",2.7:1,?124.89,"?11,389",Gold,KR
Maokai,?51.40%,"31,270",2.79:1,?144.94,"?10,533",Gold,KR
Swain,?51.39%,"10,984",2.29:1,?180.96,"?11,518",Gold,KR
Blitzcrank,?51.39%,"67,166",2.92:1,?40.70,"?9,426",Gold,KR
Kassadin,?51.36%,"36,524",2.8:1,?173.44,"?11,783",Gold,KR
Irelia,?51.30%,"22,579",2.15:1,?193.07,"?12,048",Gold,KR
Talon,?51.26%,"27,174",2.31:1,?185.88,"?12,646",Gold,KR
Kindred,?51.24%,"11,063",2.19:1,?141.09,"?11,658",Gold,KR
Jayce,?51.16%,"46,288",2.33:1,?193.30,"?12,271",Gold,KR
Kayle,?51.12%,"12,873",2.04:1,?203.36,"?12,143",Gold,KR
Katarina,?51.10%,"30,380",2.29:1,?170.81,"?12,081",Gold,KR
Akali,?51.02%,"14,507",2.15:1,?170.57,"?11,838",Gold,KR
Diana,?51.02%,"16,845",2.27:1,?176.68,"?12,155",Gold,KR
Quinn,?50.99%,"9,623",2.07:1,?170.95,"?12,090",Gold,KR
Vel'Koz,?50.98%,"21,557",2.57:1,?105.44,"?11,376",Gold,KR
Fiora,?50.96%,"35,241",1.87:1,?198.85,"?12,000",Gold,KR
Garen,?50.85%,"22,673",2.23:1,?185.57,"?11,739",Gold,KR
Vi,?50.82%,"18,787",2.33:1,?128.20,"?11,279",Gold,KR
Ziggs,?50.79%,"12,186",2.48:1,?196.68,"?12,344",Gold,KR
Teemo,?50.77%,"53,215",1.78:1,?173.54,"?11,884",Gold,KR
Brand,?50.71%,"38,722",2.18:1,?75.39,"?11,013",Gold,KR
Vayne,?50.70%,"133,508",2.1:1,?200.11,"?12,424",Gold,KR
Nocturne,?50.65%,"25,333",2.38:1,?157.29,"?12,189",Gold,KR
Ahri,?50.65%,"38,281",2.6:1,?183.81,"?11,887",Gold,KR
Zyra,?50.63%,"19,941",2.28:1,?53.86,"?10,624",Gold,KR
Tristana,?50.60%,"121,353",2.64:1,?209.29,"?12,561",Gold,KR
Illaoi,?50.60%,"10,595",1.55:1,?205.09,"?11,781",Gold,KR
Aurelion Sol,?50.56%,"4,454",2.49:1,?177.45,"?11,790",Gold,KR
Skarner,?50.54%,"2,940",2.73:1,?120.27,"?10,688",Gold,KR
Kayn,?50.54%,"43,704",2.24:1,?144.94,"?11,793",Gold,KR
Shaco,?50.51%,"13,426",2.45:1,?129.30,"?11,480",Gold,KR
Fizz,?50.45%,"37,690",2.46:1,?163.75,"?12,000",Gold,KR
Draven,?50.44%,"12,868",2.1:1,?194.35,"?12,936",Gold,KR
Cho'Gath,?50.44%,"37,820",2.44:1,?163.92,"?11,268",Gold,KR
Nasus,?50.44%,"47,885",1.88:1,?195.63,"?11,744",Gold,KR
Fiddlesticks,?50.43%,"19,311",2.32:1,?106.05,"?10,812",Gold,KR
Bard,?50.39%,"18,648",2.86:1,?32.90,"?10,030",Gold,KR
Heimerdinger,?50.33%,"12,070",1.79:1,?185.44,"?11,765",Gold,KR
Miss Fortune,?50.30%,"42,807",2.53:1,?164.16,"?12,036",Gold,KR
Jinx,?50.28%,"49,797",2.44:1,?212.18,"?12,543",Gold,KR
Kennen,?50.28%,"21,243",2.1:1,?171.42,"?11,408",Gold,KR
Sivir,?50.27%,"21,229",2.62:1,?229.04,"?12,830",Gold,KR
Karthus,?50.23%,"9,445",2.28:1,?203.27,"?12,787",Gold,KR
Lulu,?50.22%,"81,341",3.19:1,?29.77,"?9,426",Gold,KR
Annie,?50.18%,"18,410",2.22:1,?123.98,"?11,258",Gold,KR
Kha'Zix,?50.17%,"33,263",2.53:1,?126.04,"?11,675",Gold,KR
Ezreal,?50.16%,"146,932",2.67:1,?168.99,"?12,261",Gold,KR
Ekko,?50.12%,"34,935",2.38:1,?170.12,"?11,940",Gold,KR
Kog'Maw,?50.10%,"49,363",2.2:1,?204.78,"?12,650",Gold,KR
Braum,?49.94%,"17,034",3.14:1,?44.44,"?8,931",Gold,KR
Corki,?49.92%,"15,589",2.55:1,?204.28,"?12,595",Gold,KR
Yasuo,?49.88%,"77,688",1.67:1,?215.25,"?12,449",Gold,KR
Rengar,?49.87%,"21,926",2.11:1,?154.59,"?11,963",Gold,KR
Nami,?49.86%,"33,363",3.38:1,?14.26,"?9,211",Gold,KR
Varus,?49.85%,"56,779",2.45:1,?208.29,"?12,501",Gold,KR
Orianna,?49.84%,"59,174",2.77:1,?198.89,"?12,041",Gold,KR
Amumu,?49.75%,"17,179",2.71:1,?125.83,"?10,780",Gold,KR
Gangplank,?49.74%,"17,175",2.3:1,?209.94,"?13,379",Gold,KR
Kalista,?49.71%,"32,094",2.3:1,?203.39,"?12,372",Gold,KR
Zed,?49.66%,"47,501",2.35:1,?187.00,"?12,489",Gold,KR
Ornn,?49.65%,"18,358",2.58:1,?152.69,"?10,843",Gold,KR
Morgana,?49.45%,"32,440",2.93:1,?77.33,"?10,418",Gold,KR
Olaf,?49.45%,"9,094",2.19:1,?160.90,"?11,424",Gold,KR
Xayah,?49.42%,"68,438",2.48:1,?211.11,"?12,440",Gold,KR
Udyr,?49.39%,"7,611",2.09:1,?140.09,"?11,265",Gold,KR
Jhin,?49.36%,"63,087",2.79:1,?194.16,"?12,344",Gold,KR
Aatrox,?49.36%,"5,312",1.93:1,?176.99,"?11,794",Gold,KR
Dr. Mundo,?49.33%,"14,276",2.29:1,?174.05,"?11,354",Gold,KR
Mordekaiser,?49.28%,"4,580",1.79:1,?188.95,"?11,523",Gold,KR
Tryndamere,?49.15%,"10,130",1.75:1,?202.58,"?12,250",Gold,KR
Renekton,?49.11%,"18,903",2.05:1,?199.81,"?11,676",Gold,KR
Ashe,?49.06%,"42,760",2.41:1,?195.63,"?12,089",Gold,KR
Lissandra,?49.01%,"9,188",2.28:1,?195.74,"?11,827",Gold,KR
Riven,?48.95%,"30,122",1.97:1,?188.09,"?11,880",Gold,KR
Rumble,?48.94%,"19,511",2.26:1,?172.01,"?11,482",Gold,KR
Trundle,?48.93%,"23,820",2.39:1,?148.98,"?10,928",Gold,KR
Gnar,?48.91%,"25,173",2.09:1,?178.50,"?11,286",Gold,KR
Nidalee,?48.88%,"21,889",2.45:1,?138.22,"?11,543",Gold,KR
Master Yi,?48.82%,"47,268",1.87:1,?165.28,"?12,292",Gold,KR
Darius,?48.79%,"40,921",1.89:1,?186.31,"?11,658",Gold,KR
Evelynn,?48.76%,"25,248",2.5:1,?105.31,"?11,228",Gold,KR
Caitlyn,?48.75%,"86,392",2.22:1,?209.97,"?12,283",Gold,KR
Rakan,?48.70%,"42,678",3.02:1,?16.04,"?9,321",Gold,KR
Thresh,?48.64%,"88,770",2.95:1,?35.11,"?8,896",Gold,KR
Cassiopeia,?48.61%,"12,674",2.11:1,?189.95,"?11,803",Gold,KR
Tahm Kench,?48.59%,"13,320",2.66:1,?83.91,"?9,743",Gold,KR
Camille,?48.47%,"11,569",2.03:1,?160.02,"?11,300",Gold,KR
LeBlanc,?48.41%,"29,004",2.59:1,?148.67,"?11,392",Gold,KR
Hecarim,?48.26%,"15,851",2.61:1,?140.65,"?11,442",Gold,KR
Ivern,?48.22%,"2,667",3.07:1,?88.59,"?9,902",Gold,KR
Nautilus,?48.12%,"14,488",2.65:1,?89.34,"?9,631",Gold,KR
Lux,?48.05%,"41,621",2.76:1,?116.62,"?11,140",Gold,KR
Malphite,?48.02%,"36,397",2.56:1,?138.56,"?10,836",Gold,KR
Shen,?47.95%,"40,819",3.1:1,?147.74,"?10,587",Gold,KR
Poppy,?47.85%,"8,799",2.46:1,?136.70,"?10,657",Gold,KR
Viktor,?47.68%,"17,657",2.27:1,?203.96,"?12,235",Gold,KR
Zac,?47.54%,"18,329",3.39:1,?114.22,"?10,331",Gold,KR
Lee Sin,?47.52%,"100,016",2.52:1,?113.80,"?10,991",Gold,KR
Karma,?47.39%,"33,779",2.74:1,?66.76,"?9,844",Gold,KR
Taliyah,?47.37%,"19,199",2.3:1,?184.93,"?11,881",Gold,KR
Volibear,?47.03%,"5,445",2.47:1,?126.21,"?10,838",Gold,KR
Graves,?47.02%,"28,616",2.16:1,?165.48,"?12,037",Gold,KR
Syndra,?46.83%,"29,207",2.13:1,?197.88,"?12,092",Gold,KR
Lucian,?46.64%,"52,978",2.27:1,?205.27,"?12,354",Gold,KR
Gragas,?46.32%,"27,441",2.7:1,?116.66,"?10,401",Gold,KR
Galio,?44.66%,"42,183",2.3:1,?168.62,"?11,019",Gold,KR
Ryze,?43.40%,"31,991",2.07:1,?197.90,"?11,648",Gold,KR
Nunu,?41.68%,"6,259",2.06:1,?109.93,"?9,807",Gold,KR
Malzahar,?54.30%,"26,775",2.54:1,?199.33,"?11,942",Platnum,KR
Sejuani,?54.21%,"27,541",3.56:1,?115.75,"?10,576",Platnum,KR
Pantheon,?53.90%,"19,125",2.34:1,?147.08,"?11,390",Platnum,KR
Soraka,?53.82%,"37,747",3.2:1,?16.15,"?9,015",Platnum,KR
Sona,?53.80%,"23,142",2.93:1,?21.32,"?9,409",Platnum,KR
Shyvana,?53.67%,"6,981",2.55:1,?170.80,"?11,888",Platnum,KR
Yorick,?53.65%,"3,251",2.01:1,?193.55,"?11,565",Platnum,KR
Anivia,?53.52%,"12,908",3.1:1,?198.28,"?12,025",Platnum,KR
Leona,?53.44%,"33,038",2.94:1,?45.88,"?9,044",Platnum,KR
Singed,?53.39%,"16,366",2.24:1,?187.51,"?11,166",Platnum,KR
Twisted Fate,?53.20%,"34,663",2.67:1,?184.20,"?12,322",Platnum,KR
Katarina,?53.02%,"16,809",2.39:1,?174.18,"?12,023",Platnum,KR
Xin Zhao,?53.01%,"10,654",2.13:1,?141.37,"?11,264",Platnum,KR
Talon,?52.86%,"15,040",2.36:1,?189.09,"?12,491",Platnum,KR
Sion,?52.79%,"9,697",2.59:1,?152.37,"?10,825",Platnum,KR
Zilean,?52.77%,"9,653",3.44:1,?94.13,"?10,362",Platnum,KR
Wukong,?52.75%,"9,020",2.4:1,?148.79,"?11,553",Platnum,KR
Akali,?52.73%,"8,050",2.26:1,?174.39,"?11,710",Platnum,KR
Jarvan IV,?52.64%,"60,838",3.13:1,?127.75,"?11,005",Platnum,KR
Rammus,?52.62%,"10,422",2.84:1,?116.22,"?10,413",Platnum,KR
Twitch,?52.60%,"38,349",2.66:1,?189.40,"?12,371",Platnum,KR
Jax,?52.52%,"24,032",2.04:1,?170.80,"?11,606",Platnum,KR
Veigar,?52.32%,"13,218",2.58:1,?158.22,"?11,806",Platnum,KR
Kled,?52.11%,"7,850",2.65:1,?173.94,"?11,410",Platnum,KR
Quinn,?52.07%,"4,394",2.07:1,?171.54,"?12,018",Platnum,KR
Kayle,?52.04%,"7,415",2.01:1,?207.94,"?11,965",Platnum,KR
Janna,?52.00%,"25,667",3.66:1,?16.20,"?9,241",Platnum,KR
Kassadin,?51.98%,"24,015",2.84:1,?177.17,"?11,648",Platnum,KR
Irelia,?51.97%,"13,093",2.15:1,?194.32,"?11,811",Platnum,KR
Taric,?51.95%,"8,874",3.3:1,?39.94,"?8,763",Platnum,KR
Xerath,?51.84%,"10,712",2.99:1,?179.59,"?11,981",Platnum,KR
Maokai,?51.83%,"19,341",2.81:1,?151.79,"?10,349",Platnum,KR
Annie,?51.82%,"7,681",2.3:1,?128.90,"?11,125",Platnum,KR
Rek'Sai,?51.78%,"10,766",2.82:1,?125.55,"?11,237",Platnum,KR
Vladimir,?51.73%,"25,655",2.26:1,?196.11,"?11,602",Platnum,KR
Kindred,?51.73%,"7,777",2.25:1,?138.25,"?11,402",Platnum,KR
Alistar,?51.68%,"29,566",3.09:1,?40.88,"?8,705",Platnum,KR
Warwick,?51.63%,"7,997",2.34:1,?128.77,"?11,168",Platnum,KR
Diana,?51.62%,"7,782",2.27:1,?182.20,"?12,058",Platnum,KR
Elise,?51.60%,"26,690",2.58:1,?103.64,"?10,802",Platnum,KR
Kha'Zix,?51.53%,"22,013",2.63:1,?123.69,"?11,478",Platnum,KR
Heimerdinger,?51.44%,"6,281",1.86:1,?184.21,"?11,553",Platnum,KR
Blitzcrank,?51.36%,"32,843",3:01,?39.33,"?9,164",Platnum,KR
Fizz,?51.34%,"18,305",2.5:1,?168.93,"?11,875",Platnum,KR
Azir,?51.31%,"20,571",2.33:1,?202.33,"?12,154",Platnum,KR
Jayce,?51.29%,"29,882",2.31:1,?195.16,"?12,100",Platnum,KR
Swain,?51.23%,"5,969",2.34:1,?181.95,"?11,294",Platnum,KR
Vel'Koz,?51.14%,"10,536",2.65:1,?107.90,"?11,234",Platnum,KR
Sivir,?51.12%,"11,247",2.69:1,?228.77,"?12,697",Platnum,KR
Bard,?51.11%,"12,216",2.94:1,?29.58,"?9,800",Platnum,KR
Ziggs,?51.04%,"5,909",2.61:1,?204.28,"?12,301",Platnum,KR
Draven,?51.03%,"7,976",2.15:1,?192.23,"?12,674",Platnum,KR
Evelynn,?50.98%,"13,463",2.68:1,?106.51,"?11,196",Platnum,KR
Ezreal,?50.88%,"74,494",2.67:1,?164.80,"?12,129",Platnum,KR
Aurelion Sol,?50.85%,"3,335",2.68:1,?183.39,"?11,747",Platnum,KR
Tristana,?50.84%,"68,918",2.69:1,?208.44,"?12,369",Platnum,KR
Shaco,?50.84%,"6,936",2.45:1,?130.01,"?11,407",Platnum,KR
Teemo,?50.84%,"22,589",1.83:1,?173.00,"?11,673",Platnum,KR
Zyra,?50.77%,"9,557",2.37:1,?48.85,"?10,385",Platnum,KR
Fiora,?50.74%,"22,454",1.84:1,?200.14,"?11,789",Platnum,KR
Skarner,?50.73%,"1,510",2.8:1,?122.14,"?10,675",Platnum,KR
Cho'Gath,?50.69%,"19,506",2.51:1,?166.40,"?11,099",Platnum,KR
Nocturne,?50.65%,"11,130",2.36:1,?155.27,"?11,912",Platnum,KR
Karthus,?50.65%,"6,225",2.24:1,?203.47,"?12,474",Platnum,KR
Vi,?50.61%,"8,394",2.39:1,?129.07,"?11,160",Platnum,KR
Lulu,?50.58%,"45,542",3.35:1,?26.54,"?9,201",Platnum,KR
Nidalee,?50.55%,"14,643",2.61:1,?140.06,"?11,461",Platnum,KR
Rengar,?50.49%,"13,709",2.18:1,?152.74,"?11,753",Platnum,KR
Ekko,?50.47%,"19,215",2.41:1,?173.62,"?11,853",Platnum,KR
Jinx,?50.47%,"21,882",2.49:1,?212.42,"?12,418",Platnum,KR
Ornn,?50.45%,"14,303",2.69:1,?156.61,"?10,749",Platnum,KR
Urgot,?50.45%,"5,251",2.25:1,?178.29,"?11,769",Platnum,KR
Vayne,?50.36%,"66,685",2.14:1,?199.52,"?12,223",Platnum,KR
Kalista,?50.33%,"23,764",2.36:1,?203.03,"?12,180",Platnum,KR
Brand,?50.32%,"18,786",2.16:1,?66.71,"?10,721",Platnum,KR
Olaf,?50.31%,"5,309",2.28:1,?166.14,"?11,451",Platnum,KR
Varus,?50.26%,"34,761",2.49:1,?206.91,"?12,285",Platnum,KR
Nami,?50.25%,"17,587",3.52:1,?13.89,"?9,079",Platnum,KR
Fiddlesticks,?50.25%,"10,958",2.33:1,?104.26,"?10,546",Platnum,KR
Zed,?50.23%,"26,534",2.4:1,?188.19,"?12,316",Platnum,KR
Ahri,?50.18%,"19,026",2.66:1,?189.91,"?11,842",Platnum,KR
Udyr,?50.16%,"3,515",2.23:1,?138.74,"?11,093",Platnum,KR
Mordekaiser,?50.14%,"2,802",1.92:1,?192.75,"?11,567",Platnum,KR
Kayn,?50.13%,"24,283",2.26:1,?143.90,"?11,611",Platnum,KR
Rumble,?50.13%,"12,267",2.36:1,?175.08,"?11,354",Platnum,KR
Kog'Maw,?50.11%,"31,338",2.24:1,?203.59,"?12,398",Platnum,KR
Amumu,?50.02%,"6,460",2.74:1,?127.01,"?10,634",Platnum,KR
Aatrox,?50.02%,"3,071",2.04:1,?178.87,"?11,584",Platnum,KR
Orianna,?49.99%,"34,263",2.82:1,?202.41,"?11,890",Platnum,KR
Braum,?49.96%,"8,444",3.21:1,?43.35,"?8,708",Platnum,KR
Jhin,?49.95%,"37,189",2.86:1,?194.88,"?12,163",Platnum,KR
Miss Fortune,?49.93%,"20,648",2.57:1,?162.76,"?11,871",Platnum,KR
Camille,?49.91%,"8,411",2.1:1,?160.62,"?11,190",Platnum,KR
Gangplank,?49.80%,"12,147",2.32:1,?210.57,"?13,260",Platnum,KR
Tryndamere,?49.73%,"4,679",1.78:1,?203.51,"?11,910",Platnum,KR
Kennen,?49.71%,"11,338",2.13:1,?175.98,"?11,310",Platnum,KR
Hecarim,?49.70%,"9,109",2.69:1,?142.68,"?11,389",Platnum,KR
Riven,?49.68%,"14,243",1.99:1,?191.05,"?11,759",Platnum,KR
Xayah,?49.68%,"44,377",2.55:1,?210.07,"?12,240",Platnum,KR
Ashe,?49.63%,"20,710",2.47:1,?197.08,"?11,945",Platnum,KR
Yasuo,?49.57%,"44,410",1.66:1,?215.80,"?12,207",Platnum,KR
Lissandra,?49.53%,"5,419",2.37:1,?201.02,"?11,828",Platnum,KR
Nasus,?49.45%,"18,709",1.85:1,?193.78,"?11,436",Platnum,KR
Thresh,?49.44%,"48,594",3.06:1,?34.45,"?8,642",Platnum,KR
Garen,?49.39%,"7,685",2.19:1,?186.54,"?11,538",Platnum,KR
Corki,?49.33%,"9,758",2.57:1,?207.01,"?12,425",Platnum,KR
Trundle,?49.32%,"12,399",2.5:1,?145.27,"?10,653",Platnum,KR
Caitlyn,?49.29%,"43,276",2.3:1,?210.25,"?12,133",Platnum,KR
Morgana,?49.22%,"14,823",3.03:1,?75.41,"?10,206",Platnum,KR
Shen,?49.12%,"21,700",3.15:1,?152.94,"?10,473",Platnum,KR
Dr. Mundo,?49.11%,"5,983",2.34:1,?176.91,"?11,270",Platnum,KR
Poppy,?49.05%,"4,707",2.5:1,?133.97,"?10,453",Platnum,KR
LeBlanc,?49.02%,"16,775",2.64:1,?153.15,"?11,305",Platnum,KR
Rakan,?48.96%,"24,277",3.13:1,?15.63,"?9,163",Platnum,KR
Gnar,?48.91%,"14,137",2.1:1,?182.19,"?11,234",Platnum,KR
Darius,?48.84%,"18,509",1.93:1,?189.03,"?11,558",Platnum,KR
Taliyah,?48.67%,"13,521",2.47:1,?189.89,"?11,855",Platnum,KR
Zac,?48.64%,"10,368",3.51:1,?116.15,"?10,236",Platnum,KR
Lee Sin,?48.63%,"57,304",2.6:1,?112.67,"?10,830",Platnum,KR
Renekton,?48.62%,"10,371",2.08:1,?204.19,"?11,627",Platnum,KR
Malphite,?48.59%,"13,620",2.57:1,?149.86,"?10,715",Platnum,KR
Tahm Kench,?48.59%,"7,280",2.75:1,?84.22,"?9,546",Platnum,KR
Cassiopeia,?48.37%,"7,790",2.11:1,?193.81,"?11,723",Platnum,KR
Master Yi,?48.35%,"19,114",1.9:1,?163.57,"?12,097",Platnum,KR
Illaoi,?48.31%,"4,308",1.44:1,?209.65,"?11,746",Platnum,KR
Graves,?48.00%,"15,354",2.23:1,?163.24,"?11,896",Platnum,KR
Lux,?47.77%,"15,394",2.86:1,?121.63,"?11,063",Platnum,KR
Volibear,?47.69%,"2,233",2.48:1,?125.33,"?10,598",Platnum,KR
Syndra,?47.61%,"18,274",2.23:1,?201.95,"?11,994",Platnum,KR
Nautilus,?47.59%,"6,294",2.66:1,?94.51,"?9,543",Platnum,KR
Gragas,?46.83%,"16,230",2.82:1,?116.93,"?10,204",Platnum,KR
Viktor,?46.82%,"10,135",2.3:1,?205.18,"?12,003",Platnum,KR
Karma,?46.76%,"17,593",2.82:1,?67.06,"?9,719",Platnum,KR
Ivern,?46.61%,"1,802",3.31:1,?86.45,"?9,749",Platnum,KR
Lucian,?46.36%,"27,023",2.26:1,?203.75,"?12,155",Platnum,KR
Galio,?44.96%,"20,963",2.36:1,?173.32,"?10,897",Platnum,KR
Ryze,?43.96%,"20,008",2.17:1,?201.14,"?11,579",Platnum,KR
Nunu,?42.38%,"3,320",2.18:1,?106.82,"?9,552",Platnum,KR
Talon,?55.49%,"3,900",2.45:1,?186.73,"?12,113",Diamond,KR
Wukong,?55.41%,"1,646",2.43:1,?152.56,"?11,398",Diamond,KR
Malzahar,?55.03%,"6,446",2.6:1,?195.43,"?11,425",Diamond,KR
Akali,?54.88%,"2,520",2.33:1,?177.61,"?11,289",Diamond,KR
Xin Zhao,?54.77%,"2,567",2.22:1,?139.42,"?10,969",Diamond,KR
